zip_code,lat,lon
86444,48.45787237861964,10.97518765429208
86551,48.44470893433664,11.120791692655308
86447,48.5155629920548,10.940109264692621
86453,48.393806291307186,11.051696958778933
86316,48.34730099111234,10.999672489501913
86316,48.39857431728929,10.973777247457885
86438,48.28789168613183,10.979162010176136
86556,48.49377327970413,11.180235729206887
86504,48.239757910701535,10.985523117069196
86415,48.25851064173264,10.969612033241853
86573,48.42536730704726,11.058447401612513
86554,48.581656958052065,11.080229847475167
86508,48.48915569681689,10.915122048182386
84508,48.174259813843186,12.722740258274799
84547,48.19394011009155,12.772098443894519
84567,48.30727854850579,12.79314062492551
84550,48.08118626077543,12.596166999999058
84533,48.22970843536465,12.865794341514615
84556,48.19541304318387,12.693023339181853
84558,48.089725657989966,12.643325326093226
84533,48.25120639486545,12.851227114405418
84567,48.261875243813265,12.767840840936959
84568,48.309941786489865,12.598050392800884
84571,48.287131910025984,12.719556995646425
84533,48.247017565954856,12.885330158470138
84576,48.2304231513416,12.60771125947123
84577,48.211253467299535,12.604707592804658
84579,48.16842446814878,12.624219950545932
84503,48.2233471326775,12.670511156853292
84489,48.161939280599796,12.805819756682034
84508,48.174012122123266,12.72290130379314
84518,48.131562320683116,12.592590949930264
84524,48.247898776653734,12.688948269293254
84513,48.2621969189981,12.598180621448304
92224,49.42410453164646,11.823918015013561
92224,49.48919645000435,11.877205157528966
92260,49.44616722246902,11.759666190014373
91275,49.70076056105001,11.627565606635383
92262,49.42499449757412,11.65382262088179
92263,49.388400593534726,11.936722884785798
92265,49.57796850141472,11.700785450142641
92266,49.340189658982325,11.9449151975539
92268,49.52622847779971,11.582531150058909
92271,49.62838274634215,11.899597364251271
92272,49.472432013190726,11.947460583952518
92274,49.53354976887168,11.860350891781463
92256,49.52302119853851,11.798174070938808
92242,49.5407346927101,11.949975219975558
92275,49.5758984276123,11.583323020641037
92277,49.29189385461781,11.803327410386602
92278,49.45008890190986,11.678981019301192
92280,49.37289139502951,11.692633741905464
92281,49.61079559479225,11.635427813897005
92245,49.40983343725346,11.903303397777401
92259,49.52721560250426,11.618551197724956
92284,49.478571916255824,11.818197320268073
92286,49.30348565674505,11.948543325230856
92237,49.48718885860346,11.763232387721278
92287,49.26849910281566,11.926320937879066
92253,49.54993484051767,12.016842302690323
92237,49.51143826737075,11.72919653862112
92289,49.39673660624334,11.764016228901397
92249,49.616184559217075,11.797389334666788
91249,49.499572276990165,11.568328537275539
91587,49.45694564616974,10.171508872495185
91722,49.1495892697777,10.617103625475242
91589,49.24898929118878,10.41815271018433
91572,49.16142278284551,10.5618928787314
91590,49.360067619013414,10.699146124082496
91592,49.3329020729455,10.333587495315612
91595,49.22817822276634,10.592224540599368
91595,49.23542041181666,10.597178127737033
91596,49.133104026329626,10.477641229710986
91598,49.35578060381028,10.405320673708957
91599,49.128757554768114,10.419680474279719
91583,49.307329119991245,10.182118817467689
90599,49.40721802287689,10.67720320381897
91550,49.07830752631348,10.304445573923614
91601,49.25558209052965,10.279190859562473
91602,49.10856839132668,10.391372090634919
91725,49.08804011897166,10.543875029075243
91555,49.184008163971654,10.336872778129594
91604,49.39338244211596,10.51535260338709
91607,49.34944819979974,10.206295398191155
91726,49.0517606959268,10.517270086766295
91608,49.363252956011095,10.309431884476501
91560,49.34492152001754,10.80564911534565
91567,49.23964119534147,10.474599676692652
91610,49.30851203651282,10.166393887094694
91731,49.10925798003679,10.454011047831681
91611,49.34110042567613,10.506692597916897
91578,49.3074893654904,10.410010256541003
91586,49.28037394003666,10.692386745263622
91732,49.208128799633755,10.701641687792815
91734,49.203588348941004,10.805509604741534
91614,49.019132014207266,10.364395053035745
91564,49.2867199564338,10.778253310788896
91616,49.36111202540294,10.219138523111504
91617,49.41176723764384,10.432606005310733
91620,49.472288342718855,10.21125257954908
91737,49.17954866211825,10.659568748757838
91580,49.3120198211019,10.756765930131513
91740,49.05888565729556,10.559785867952767
91622,49.39880349289845,10.60590878809304
91623,49.29487429783908,10.664198528987255
91583,49.29549381840675,10.253565649020356
91625,49.19515107056677,10.178738454892562
91626,49.12248845154952,10.31211544291228
91628,49.41854174799235,10.194136776077912
91743,49.076351971351635,10.621286799092653
91717,49.04333564757466,10.589157939369205
91746,49.19535930991649,10.645538107293321
91629,49.34851594902168,10.616255621981425
91744,49.04348673161352,10.45743321535204
91631,49.25673966731601,10.159774465185823
91632,49.16024904190919,10.496547913103715
91634,49.03074864999773,10.40869988439006
91635,49.40139327387885,10.297382475682365
91575,49.2440205076687,10.830244521070291
91749,49.06458756323486,10.442022658313126
91639,49.226531111158245,10.735550741399932
91637,49.25349695695643,10.24534455477047
91522,49.29286120155247,10.598447501808177
63755,50.09144285523613,9.05364921650832
63856,49.9690650931636,9.254042259960809
63825,50.07941586285074,9.245616792934548
63874,49.860257667967325,9.306811262168308
63826,50.12648433900691,9.191914457640227
63864,50.01042883325123,9.143835471098296
63796,50.07753411935783,9.011159943867321
63791,50.05187831164056,9.001414949699944
63801,50.016002179369835,9.048053971586024
63762,49.9432540101911,9.063775108931054
63814,49.980369897902904,9.10408674672245
63867,50.025277432289435,9.132800449829768
63776,50.05874144940726,9.160102890248476
63825,50.11597644127336,9.248437888361996
63829,50.085677985885894,9.213498786452753
63828,50.10021777536333,9.2833554005067
63831,50.10625447683404,9.361029172462448
63871,50.0637737692387,9.340871011147978
63869,50.03597860223451,9.367181510831525
63773,49.991643046791054,9.18345099351137
63808,49.958167960653306,9.199220712387532
63768,50.00637379309994,9.225462012111292
63846,50.009276425956834,9.274432743070482
63877,50.03404158389729,9.276922056596387
63857,49.9695311640323,9.303294975099506
63860,49.962130040966336,9.408048972527428
63879,49.92775974451785,9.355519402487177
63875,49.91920270101217,9.290240136433274
63872,49.886792682282575,9.277660933380119
63741,49.949513837206034,9.089768444668046
63743,49.96525100518771,9.17935752803305
63741,49.978840342678424,9.110512689484905
86672,48.5730234660708,10.908435571312806
86679,48.604340371233164,10.862834128803776
86405,48.558681083225025,10.861294381262155
86707,48.57935901474512,10.841541812381887
86695,48.60138055563839,10.82785680819426
86707,48.57124800933486,10.825038950936372
86695,48.61668734763118,10.804220157698566
86678,48.58758101516644,10.787224205250194
86405,48.5551080964993,10.782064224591466
86485,48.493651351292264,10.772135482631443
86456,48.46713443264666,10.786681552970524
86368,48.43259763980832,10.816303988814308
86456,48.45943433584364,10.832958418631895
86462,48.46985705415343,10.863197036135418
86169,48.42020659782249,10.898000327672472
86450,48.46707856933864,10.592389051132573
86450,48.47607842992835,10.633303557525938
86494,48.48076264399733,10.671949649995147
86465,48.46575303314165,10.663249304221257
86465,48.47359056520565,10.718095208247421
86477,48.42736992570354,10.71420181813607
86486,48.43835101112256,10.708962348453033
86482,48.40487870474712,10.790245964225388
86356,48.39814252520522,10.81445344859248
86420,48.36525761292553,10.789134525574761
86356,48.37142188715157,10.80970801638644
86391,48.36628071417248,10.83834012684141
86157,48.34977400888035,10.855917325736028
86441,48.406071643736226,10.594423084564554
86424,48.352209025339505,10.576139686145677
86514,48.31782420879555,10.634931332606515
86850,48.29403528176643,10.651659720228421
86836,48.2702377267771,10.601486208189424
86877,48.23027986587356,10.587506237037667
86872,48.20251350208472,10.65101013336656
86868,48.17425426862449,10.586537829000964
86497,48.391918151833266,10.680058077058762
86500,48.36643393413665,10.68965792239438
86459,48.32782266483281,10.724948294124976
86399,48.26862213230066,10.812274378260653
86517,48.25525568843645,10.787943415319576
86845,48.23678779605153,10.776978942435006
86830,48.195463380345444,10.755487718495308
86856,48.16352253200267,10.703482402989
86853,48.15240665263776,10.753251025692245
86169,48.42065294654834,10.89809930636175
86343,48.264623247283765,10.897993369709246
86507,48.23407495612494,10.864326524616853
86507,48.21472774798412,10.848109102437096
86836,48.1922616266286,10.823631522077823
86836,48.160246683745505,10.81485087908332
86836,48.156390653728366,10.836264141593078
86156,48.39063415401845,10.864584900490163
86179,48.317512872834385,10.890516022689429
86169,48.420500214089586,10.897931894521953
86153,48.37333303461812,10.91761162608705
97786,50.39673793595681,9.770730673906028
97772,50.37896929969203,9.91152020169903
97792,50.32007628716757,9.863170635474265
97769,50.30457376391449,9.78053420343809
97799,50.262302664430216,9.670285351658926
97789,50.27514415697352,9.80513824073654
97795,50.26639322787198,9.858282145030905
97779,50.27770726540186,9.896242494950876
97705,50.2770288935241,10.00473635350799
97708,50.26174675911185,10.062407529866183
97720,50.22843591093181,10.124167925281522
97702,50.25704072317201,10.1847243633677
97702,50.25823469996769,10.317272078957469
97797,50.154814995423294,9.761626830451016
97762,50.117755309640756,9.878714346884495
97727,50.09847017322471,9.9359619194557
97725,50.141817321264845,9.966520313953522
97723,50.20029415532503,9.967605433936548
97717,50.160115605339286,9.99904387673713
97717,50.15132484095301,10.08474716778894
97517,50.16542847804503,10.207541976577925
97711,50.17777124982949,10.277689144309912
97711,50.201627569245424,10.320595307411908
83670,47.750157390314534,11.465854439572796
83646,47.76365466362424,11.569389067691537
83671,47.70318018495276,11.424697213981657
83673,47.727848170649224,11.409546743978826
83623,47.84419394007295,11.588344933891982
82544,47.92398857032452,11.510452044568991
82547,47.85246241415696,11.4050662990358
82547,47.795507799533844,11.404920902301797
83674,47.739585471000275,11.566456934735378
82538,47.886910834451925,11.461801293390488
82538,47.856973516217245,11.505824334582872
83677,47.75478032516623,11.621959118559415
82057,47.9513350252847,11.435506554838307
83676,47.60253511383278,11.452632185514108
82431,47.660252755635845,11.358916166979663
82549,47.81917895282196,11.476733011562807
83661,47.664833222714435,11.584001835217835
82541,47.884681361641924,11.382838672365477
83679,47.81128452205285,11.650786671521326
82444,47.65290611339446,11.31202742743446
83646,47.753423402306126,11.534381842694664
82432,47.596316872021355,11.315779534133489
82538,47.89967443992028,11.421895612625802
96138,49.8271647530877,10.764282016511821
96149,49.97836915021873,10.886382386164332
96103,49.92218445355573,10.872534966465313
96114,49.82150161036606,11.003290142416553
91332,49.863124991969805,11.159189218706912
96117,49.91878380140917,10.970666102691514
96173,49.93571666644107,10.809429369678654
96110,49.97121460599883,11.020052966526563
96132,49.7641028323955,10.613561691913812
96135,49.8494321843198,10.878123500362387
96191,49.923976772349555,10.773134495546238
96052,49.91012247565997,10.854097352530664
95445,49.957546213716526,11.549080052856024
83404,47.81835029738544,12.9599517610146
83454,47.78932584971471,12.86454148640338
83435,47.71648724820309,12.876169824383327
83457,47.73642295991958,12.91189460731945
83471,47.63546823594249,13.010006129141996
83483,47.67992354445609,12.933498443297946
83395,47.824436478446984,12.966538829439482
83410,47.92347890715968,12.914449746022562
83487,47.702782481158245,13.038550410977399
83451,47.7661630189358,12.916832209432968
83471,47.61305640121462,12.949759493736599
83416,47.87044405883785,12.947607913529774
83458,47.71562428410873,12.774017804326627
83317,47.84811997307207,12.814908359415764
93473,49.27591933034237,12.81841119980691
93474,49.19771901905667,13.000199156725749
93444,49.16492016980003,12.86919532768965
93476,49.16484766070036,12.799462678019655
93413,49.20086197961554,12.664953189045361
93466,49.20177820609221,12.74885791617851
93458,49.29883702150579,12.901612272745867
93167,49.10215424190555,12.492324170668127
93437,49.308765922657706,12.827407784017684
93477,49.316828470285124,12.745214943355238
93479,49.2045368235369,12.882534186572254
93480,49.20557766925528,12.930790840622024
93462,49.20227945495903,13.044835634320913
93470,49.180390650228254,13.067354205555734
93185,49.1216733385346,12.551979477082817
93468,49.151616219553816,12.76642514105982
93453,49.259611822754366,12.95735523679177
93482,49.2630518370941,12.608581778827572
93483,49.23244137862468,12.553295172304505
93189,49.18433790378145,12.356488906555606
93191,49.07126841608274,12.455092033479072
93485,49.22776714337838,12.885272665042216
93426,49.18672948280923,12.537262412114213
92444,49.337926294947245,12.526227216620434
93486,49.217040626782364,12.754887771438945
93488,49.35648824307508,12.59602405239768
93489,49.1645662333727,12.587574562631975
93491,49.26485536439925,12.535506624741874
